cata1_name,cate2_name,cate3_name,cate3_link
数码家电,个护电器,面部护理,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109249006
数码家电,个护电器,身体护理,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109249010
数码家电,厨房电器,厨房电器,https://you.163.com/item/list?categoryId=1043000&subCategoryId=1023000
数码家电,智能生活,智能出行,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109255018
数码家电,两季电器,取暖电器,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109334050
数码家电,两季电器,两季电器,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109317000
数码家电,数码影音,3C数码,https://you.163.com/item/list?categoryId=1043000&subCategoryId=1022000
数码家电,数码影音,手机配件,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109243035
数码家电,数码影音,影音娱乐,https://you.163.com/item/list?categoryId=1043000&subCategoryId=1008006
数码家电,数码影音,车载用品,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109243036
数码家电,数码影音,办公文具,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109243046
严选全球,新品尝鲜,新品速递,https://you.163.com/item/list?categoryId=1019000&subCategoryId=109275004
严选全球,乳品保健,滋补保健,https://you.163.com/item/list?categoryId=1019000&subCategoryId=1065004
严选全球,居家日用,明星乳胶,https://you.163.com/item/list?categoryId=1019000&subCategoryId=1012003
严选全球,餐厨电器,个护电器,https://you.163.com/item/list?categoryId=1019000&subCategoryId=109309012
严选全球,品牌馆,大牌补贴,https://you.163.com/item/list?categoryId=1019000&subCategoryId=109287002
